order_id,order_date,store_id,customer_id,channel,payment_method,order_status
O0004911,29-10-2023,S029,C00502,Online,Card,Completed
O0004912,02-06-2024,S038,C01039,Click&Collect,Wallet,Returned
O0004913,29-12-2024,S040,C00981,Click&Collect,Cash,Cancelled
O0004914,16-02-2024,S029,C00365,In-Store,Cash,Returned
O0004915,10-02-2025,S005,C00962,In-Store,Card,Completed
O0004916,10-12-2025,S030,C00564,In-Store,Wallet,Cancelled
O0004917,26-03-2024,S011,C00756,In-Store,Cash,Completed
O0004918,20-11-2023,S033,C00344,In-Store,Cash,Returned
O0004919,16-03-2024,S022,C00010,Online,Card,Cancelled
O0004920,07-07-2025,S008,C00229,Click&Collect,Card,Cancelled
O0004921,16-07-2023,S034,C00400,Online,Cash,Returned
O0004922,03-12-2025,S040,C00657,Online,Card,Cancelled
O0004923,29-03-2024,S021,C01024,Online,Cash,Completed
O0004924,11-07-2025,S033,C00213,In-Store,Cash,Completed
O0004925,12-05-2025,S003,C00866,Click&Collect,Cash,Completed
O0004926,08-05-2025,S011,C00900,In-Store,Card,Cancelled
O0004927,23-09-2025,S006,C00973,Click&Collect,Card,Completed
O0004928,22-07-2023,S012,C00978,In-Store,Card,Cancelled
O0004929,12-10-2024,S016,C00076,In-Store,Cash,Completed
O0004930,19-04-2023,S018,C00262,Click&Collect,Wallet,Cancelled
O0004931,25-11-2023,S013,C01129,In-Store,Card,Cancelled
O0004932,14-02-2023,S022,C00759,Online,Wallet,Completed
O0004933,17-01-2025,S009,C00275,Online,Card,Returned
O0004934,28-10-2024,S014,C01196,Click&Collect,Cash,Completed
O0004935,22-03-2025,S034,C00399,Online,Cash,Completed
O0004936,13-07-2023,S023,C00347,Online,Wallet,Cancelled
O0004937,31-12-2023,S002,C01009,Online,Cash,Cancelled
O0004938,11-01-2025,S014,C01153,Click&Collect,Card,Completed
O0004939,24-06-2025,S034,C00488,Online,Card,Cancelled
O0004940,28-08-2025,S008,C00775,Online,Wallet,Completed
O0004941,22-03-2023,S037,C00772,Click&Collect,Wallet,Completed
O0004942,17-03-2024,S012,C00272,Online,Cash,Returned
O0004943,12-01-2023,S026,C00663,Online,Wallet,Completed
O0004944,16-06-2025,S020,C00067,Click&Collect,Wallet,Completed
O0004945,15-05-2023,S026,C01040,Online,Wallet,Completed
O0004946,20-06-2025,S032,C00994,Online,Card,Completed
O0004947,20-06-2023,S006,C00188,Click&Collect,Cash,Returned
O0004948,17-01-2023,S015,C00731,Online,Cash,Returned
O0004949,21-08-2025,S023,C00118,In-Store,Cash,Completed
O0004950,25-04-2024,S011,C00106,Online,Cash,Cancelled
O0004951,10-04-2024,S016,C00759,Online,Wallet,Cancelled
O0004952,09-12-2024,S036,C00957,In-Store,Card,Completed
O0004953,29-10-2023,S010,C01014,Online,Cash,Completed
O0004954,27-01-2025,S008,C00398,Click&Collect,Wallet,Completed
O0004955,15-04-2024,S024,C01108,Online,Wallet,Returned
O0004956,26-10-2023,S004,C00648,In-Store,Cash,Cancelled
O0004957,08-03-2024,S001,C00480,Online,Cash,Completed
O0004958,07-01-2023,S035,C00414,Online,Cash,Completed
O0004959,27-11-2023,S012,C00882,Click&Collect,Card,Completed
O0004960,10-10-2024,S005,C00445,In-Store,Wallet,Completed
O0004961,01-06-2023,S027,C00469,In-Store,Wallet,Returned
O0004962,10-05-2023,S020,C00466,Online,Wallet,Completed
O0004963,19-12-2024,S019,C00383,Online,Cash,Cancelled
O0004964,14-04-2024,S018,C00478,Click&Collect,Card,Completed
O0004965,30-05-2023,S006,C00030,Click&Collect,Cash,Completed
O0004966,30-03-2025,S035,C01050,In-Store,Cash,Completed
O0004967,29-04-2025,S001,C00301,Online,Cash,Cancelled
O0004968,08-02-2023,S020,C00537,Click&Collect,Cash,Completed
O0004969,10-08-2023,S011,C00205,In-Store,Cash,Returned
O0004970,10-02-2024,S026,C00644,Online,Cash,Returned
O0004971,12-03-2025,S022,C00323,Online,Cash,Cancelled
O0004972,23-03-2023,S016,C00204,Click&Collect,Wallet,Returned
O0004973,01-06-2025,S022,C00347,Online,Cash,Returned
O0004974,17-12-2023,S010,C01086,In-Store,Wallet,Completed
O0004975,18-05-2023,S006,C01031,In-Store,Card,Completed
O0004976,04-08-2025,S037,C00948,Online,Card,Completed
O0004977,06-04-2023,S025,C00245,Online,Card,Completed
O0004978,23-05-2023,S027,C00780,In-Store,Wallet,Returned
O0004979,06-11-2025,S040,C00984,Online,Card,Returned
O0004980,23-07-2024,S037,C00780,Click&Collect,Wallet,Returned
O0004981,22-05-2024,S024,C01032,In-Store,Cash,Returned
O0004982,23-01-2025,S032,C00242,Click&Collect,Card,Cancelled
O0004983,21-11-2024,S022,C00557,Click&Collect,Cash,Returned
O0004984,03-11-2024,S010,C00397,Click&Collect,Card,Completed
O0004985,26-01-2023,S025,C00870,In-Store,Card,Completed
O0004986,27-08-2024,S037,C00154,Online,Cash,Completed
O0004987,02-11-2023,S036,C00383,Online,Card,Completed
O0004988,04-06-2025,S021,C00843,In-Store,Cash,Completed
O0004989,07-07-2024,S038,C00022,Online,Wallet,Returned
O0004990,16-05-2023,S008,C00307,Click&Collect,Card,Returned
O0004991,29-08-2025,S002,C00852,In-Store,Card,Returned
O0004992,08-11-2023,S017,C00288,Click&Collect,Cash,Returned
O0004993,25-10-2023,S009,C00728,Online,Cash,Returned
O0004994,23-10-2025,S039,C00481,Click&Collect,Cash,Completed
O0004995,29-04-2025,S005,C00554,In-Store,Cash,Completed
O0004996,31-07-2025,S022,C00430,Click&Collect,Cash,Cancelled
O0004997,26-12-2024,S031,C01079,In-Store,Cash,Returned
O0004998,24-09-2025,S005,C00866,Online,Card,Cancelled
O0004999,07-05-2023,S002,C00873,Click&Collect,Card,Cancelled
O0005000,19-10-2024,S023,C00950,Online,Wallet,Completed
O0005001,18-11-2023,S037,C00511,Click&Collect,Wallet,Completed
O0005002,12-03-2024,S001,C00124,Click&Collect,Cash,Completed
O0005003,18-09-2023,S001,C00065,Online,Card,Completed
O0005004,13-08-2023,S038,C00579,In-Store,Card,Completed
O0005005,30-04-2024,S025,C01052,Click&Collect,Cash,Completed
O0005006,03-10-2025,S029,C00580,Click&Collect,Wallet,Cancelled
O0005007,27-11-2024,S012,C01182,In-Store,Cash,Completed
O0005008,18-01-2024,S013,C00629,In-Store,Card,Completed
O0005009,20-04-2024,S019,C00762,Click&Collect,Cash,Returned
O0005010,03-08-2024,S009,C00094,In-Store,Wallet,Completed
O0005011,26-09-2023,S018,C00922,In-Store,Cash,Completed
O0005012,25-07-2024,S039,C01067,Online,Cash,Completed
O0005013,01-02-2025,S030,C00608,Click&Collect,Wallet,Completed
O0005014,24-09-2023,S035,C01086,In-Store,Card,Completed
O0005015,02-10-2024,S020,C00284,In-Store,Cash,Cancelled
O0005016,15-02-2025,S032,C00588,Click&Collect,Card,Returned
O0005017,23-07-2024,S017,C01095,Click&Collect,Card,Cancelled
O0005018,16-11-2023,S025,C00725,In-Store,Wallet,Cancelled
O0005019,30-08-2024,S030,C00827,In-Store,Cash,Cancelled
O0005020,19-05-2025,S033,C00484,Click&Collect,Wallet,Cancelled
O0005021,01-09-2023,S038,C00659,In-Store,Cash,Returned
O0005022,21-09-2024,S005,C00446,Online,Wallet,Completed
O0005023,15-01-2025,S032,C00819,In-Store,Card,Completed
O0005024,19-12-2023,S029,C00067,In-Store,Cash,Cancelled
O0005025,29-02-2024,S030,C00615,Online,Wallet,Completed
O0005026,01-09-2025,S001,C01116,Online,Wallet,Cancelled
O0005027,03-02-2024,S020,C00071,In-Store,Card,Completed
O0005028,17-10-2024,S039,C00542,In-Store,Wallet,Cancelled
O0005029,14-06-2023,S037,C00793,Online,Wallet,Completed
O0005030,11-10-2025,S010,C00102,In-Store,Wallet,Completed
O0005031,16-10-2024,S020,C00007,Online,Cash,Cancelled
O0005032,13-04-2025,S035,C00199,Click&Collect,Card,Completed
O0005033,22-10-2024,S038,C00265,In-Store,Cash,Cancelled
O0005034,25-01-2024,S014,C01055,Online,Card,Completed
O0005035,08-01-2024,S033,C00188,In-Store,Wallet,Completed
O0005036,07-02-2025,S034,C00769,Click&Collect,Cash,Returned
O0005037,31-07-2025,S007,C00409,Online,Card,Completed
O0005038,20-05-2023,S002,C00643,In-Store,Wallet,Cancelled
O0005039,15-07-2025,S002,C01090,Online,Cash,Returned
O0005040,28-06-2025,S006,C01030,Click&Collect,Cash,Cancelled
O0005041,30-04-2023,S030,C00096,In-Store,Card,Returned
O0005042,29-04-2023,S016,C00107,In-Store,Cash,Cancelled
O0005043,31-01-2025,S028,C00429,Click&Collect,Card,Returned
O0005044,12-07-2025,S004,C00971,Online,Card,Completed
O0005045,07-03-2024,S025,C00912,In-Store,Wallet,Cancelled
O0005046,03-12-2024,S030,C00743,Online,Wallet,Completed
O0005047,31-12-2025,S040,C01036,Click&Collect,Card,Completed
O0005048,20-12-2023,S013,C00219,In-Store,Card,Cancelled
O0005049,04-09-2023,S022,C00884,In-Store,Cash,Completed
O0005050,22-12-2025,S020,C01164,Online,Cash,Completed
O0005051,04-11-2023,S014,C01159,Online,Cash,Completed
O0005052,01-06-2024,S026,C00854,Click&Collect,Wallet,Returned
O0005053,29-04-2024,S023,C00836,Online,Wallet,Completed
O0005054,27-07-2024,S034,C00269,Online,Cash,Completed
O0005055,22-10-2023,S002,C00894,In-Store,Wallet,Completed
O0005056,14-01-2025,S009,C00297,In-Store,Cash,Completed
O0005057,28-01-2025,S024,C00507,Click&Collect,Card,Cancelled
O0005058,08-08-2023,S023,C00141,Online,Card,Cancelled
O0005059,11-06-2024,S037,C00363,Online,Wallet,Completed
O0005060,04-03-2023,S027,C00092,Online,Card,Completed
O0005061,31-08-2023,S001,C00555,In-Store,Card,Returned
O0005062,17-12-2025,S020,C00087,Online,Wallet,Cancelled
O0005063,08-07-2024,S034,C00922,Click&Collect,Cash,Completed
O0005064,13-11-2024,S035,C00787,Click&Collect,Card,Completed
O0005065,01-09-2025,S033,C00781,Click&Collect,Wallet,Cancelled
O0005066,21-02-2025,S020,C00844,Click&Collect,Wallet,Completed
O0005067,18-05-2025,S005,C00927,In-Store,Card,Returned
O0005068,19-02-2025,S009,C00811,Click&Collect,Card,Cancelled
O0005069,30-06-2024,S034,C00754,In-Store,Wallet,Completed
O0005070,24-11-2024,S014,C00220,Click&Collect,Card,Completed
O0005071,13-11-2023,S031,C00880,Click&Collect,Card,Completed
O0005072,02-09-2025,S002,C00585,Online,Wallet,Returned
O0005073,17-07-2023,S020,C00187,In-Store,Wallet,Cancelled
O0005074,26-08-2025,S039,C00577,Click&Collect,Wallet,Completed
O0005075,20-08-2025,S010,C00389,Online,Cash,Returned
O0005076,05-06-2023,S002,C00239,In-Store,Wallet,Completed
O0005077,17-02-2025,S012,C00674,Click&Collect,Card,Completed
O0005078,20-12-2025,S003,C01074,Click&Collect,Wallet,Cancelled
O0005079,19-09-2024,S025,C00020,Click&Collect,Card,Completed
O0005080,09-01-2024,S008,C00162,In-Store,Wallet,Completed
O0005081,21-08-2025,S010,C01095,Click&Collect,Cash,Completed
O0005082,15-07-2024,S024,C00830,In-Store,Wallet,Completed
O0005083,14-05-2023,S014,C00288,In-Store,Wallet,Completed
O0005084,01-10-2023,S027,C00444,Online,Card,Completed
O0005085,18-01-2025,S038,C00107,Click&Collect,Wallet,Completed
O0005086,14-05-2024,S038,C01013,Online,Wallet,Returned
O0005087,26-08-2023,S030,C00798,Online,Cash,Returned
O0005088,25-05-2025,S039,C00279,Click&Collect,Cash,Returned
O0005089,13-05-2023,S030,C00233,Click&Collect,Cash,Completed
O0005090,29-08-2023,S003,C00830,Click&Collect,Card,Returned
O0005091,25-05-2024,S039,C00675,Click&Collect,Cash,Returned
O0005092,13-02-2023,S023,C00899,Click&Collect,Cash,Completed
O0005093,29-02-2024,S001,C00299,In-Store,Card,Returned
O0005094,24-09-2025,S025,C01194,Online,Wallet,Completed
O0005095,28-10-2025,S010,C00200,Online,Card,Cancelled
O0005096,13-08-2025,S022,C00215,Online,Card,Cancelled
O0005097,22-12-2023,S027,C00882,Click&Collect,Card,Returned
O0005098,13-03-2023,S002,C00678,In-Store,Wallet,Completed
O0005099,12-06-2025,S018,C00467,In-Store,Wallet,Cancelled
O0005100,14-02-2024,S003,C00884,Click&Collect,Cash,Returned
O0005101,31-03-2025,S005,C00690,Click&Collect,Cash,Cancelled
O0005102,11-05-2023,S009,C00484,Online,Cash,Returned
O0005103,02-01-2025,S032,C00260,Click&Collect,Card,Returned
O0005104,04-10-2024,S017,C00861,In-Store,Cash,Completed
O0005105,05-10-2025,S002,C00663,Click&Collect,Wallet,Returned
O0005106,22-04-2023,S030,C01074,Click&Collect,Cash,Completed
O0005107,23-03-2024,S022,C00506,In-Store,Cash,Completed
O0005108,20-12-2025,S006,C00319,Click&Collect,Wallet,Returned
O0005109,03-03-2024,S023,C00062,Click&Collect,Card,Cancelled
O0005110,22-12-2024,S010,C00326,In-Store,Wallet,Returned
O0005111,26-06-2023,S026,C00873,Click&Collect,Cash,Cancelled
O0005112,09-03-2025,S038,C00345,Click&Collect,Cash,Completed
O0005113,30-10-2023,S013,C00663,In-Store,Wallet,Completed
O0005114,19-09-2024,S030,C00258,Click&Collect,Wallet,Completed
O0005115,22-08-2025,S001,C01113,Online,Wallet,Completed
O0005116,25-12-2024,S017,C01083,Online,Cash,Completed
O0005117,03-06-2024,S036,C00970,Click&Collect,Cash,Returned
O0005118,28-07-2023,S003,C00880,In-Store,Wallet,Completed
O0005119,10-01-2024,S038,C00686,Online,Wallet,Completed
O0005120,19-07-2025,S004,C00010,In-Store,Card,Cancelled
O0005121,25-08-2023,S020,C00052,Online,Cash,Cancelled
O0005122,20-12-2024,S008,C00533,Online,Wallet,Cancelled
O0005123,15-06-2024,S001,C00903,Online,Wallet,Cancelled
O0005124,18-12-2023,S014,C00157,Click&Collect,Card,Returned
O0005125,24-02-2025,S024,C00659,Online,Wallet,Completed
O0005126,01-02-2024,S029,C01146,Click&Collect,Cash,Completed
O0005127,11-11-2023,S013,C01003,In-Store,Cash,Returned
O0005128,03-08-2024,S020,C00663,Online,Cash,Completed
O0005129,10-04-2025,S008,C00694,Online,Cash,Cancelled
O0005130,05-08-2025,S030,C00076,Online,Card,Completed
O0005131,21-11-2024,S007,C00003,In-Store,Card,Returned
O0005132,26-12-2024,S035,C00380,In-Store,Card,Completed
O0005133,13-05-2025,S008,C00978,Click&Collect,Wallet,Completed
O0005134,23-10-2023,S027,C00008,Online,Cash,Cancelled
O0005135,02-10-2023,S014,C00960,In-Store,Card,Cancelled
O0005136,14-06-2024,S040,C00309,Online,Cash,Returned
O0005137,22-11-2024,S012,C00120,In-Store,Cash,Completed
O0005138,09-12-2024,S038,C00115,Online,Wallet,Completed
O0005139,18-06-2023,S034,C00821,Online,Wallet,Completed
O0005140,05-05-2025,S019,C00054,In-Store,Wallet,Completed
O0005141,03-02-2024,S020,C00632,In-Store,Cash,Cancelled
O0005142,19-08-2025,S015,C01122,Online,Card,Completed
O0005143,04-03-2025,S018,C00708,In-Store,Card,Cancelled
O0005144,13-12-2025,S019,C00402,In-Store,Card,Returned
O0005145,23-11-2024,S006,C01068,Click&Collect,Card,Returned
O0005146,01-08-2024,S013,C00088,In-Store,Cash,Cancelled
O0005147,25-07-2023,S036,C00300,Click&Collect,Wallet,Completed
O0005148,12-03-2024,S040,C00206,Online,Wallet,Returned
O0005149,29-07-2025,S003,C00016,In-Store,Wallet,Completed
O0005150,23-02-2024,S030,C01146,Click&Collect,Card,Completed
O0005151,28-02-2023,S010,C00251,Online,Wallet,Completed
O0005152,26-09-2023,S027,C00088,Online,Cash,Completed
O0005153,14-10-2024,S025,C01099,Click&Collect,Cash,Returned
O0005154,20-11-2024,S036,C01155,Online,Card,Returned
O0005155,14-12-2025,S029,C00254,Click&Collect,Cash,Cancelled
O0005156,20-10-2025,S033,C00483,Click&Collect,Cash,Cancelled
O0005157,05-08-2024,S033,C00810,Click&Collect,Cash,Returned
O0005158,30-08-2024,S026,C00513,Click&Collect,Cash,Completed
O0005159,27-05-2025,S017,C00948,Click&Collect,Wallet,Returned
O0005160,23-02-2023,S014,C00299,Click&Collect,Wallet,Returned
O0005161,14-10-2024,S014,C00976,Online,Cash,Completed
O0005162,03-06-2024,S015,C00671,Online,Cash,Cancelled
O0005163,08-05-2025,S012,C00013,Click&Collect,Card,Completed
O0005164,27-05-2025,S013,C00745,In-Store,Wallet,Completed
O0005165,19-12-2024,S023,C00012,Online,Cash,Cancelled
O0005166,21-12-2024,S011,C01016,In-Store,Wallet,Completed
O0005167,27-01-2025,S014,C01187,Online,Wallet,Cancelled
O0005168,27-09-2024,S029,C00186,In-Store,Cash,Completed
O0005169,07-09-2023,S014,C00633,Click&Collect,Card,Returned
O0005170,08-11-2023,S005,C00405,Online,Wallet,Cancelled
O0005171,24-03-2025,S001,C00077,Online,Cash,Cancelled
O0005172,08-11-2024,S031,C00814,Click&Collect,Card,Completed
O0005173,18-09-2023,S038,C00033,In-Store,Cash,Returned
O0005174,20-08-2025,S028,C00029,Online,Cash,Completed
O0005175,10-12-2025,S003,C00973,Online,Wallet,Returned
O0005176,17-11-2024,S023,C00339,In-Store,Cash,Returned
O0005177,07-09-2023,S011,C01086,Online,Cash,Cancelled
O0005178,25-10-2025,S013,C00714,Online,Wallet,Cancelled
O0005179,17-09-2023,S037,C00630,Online,Cash,Completed
O0005180,18-04-2024,S033,C00492,Click&Collect,Wallet,Completed
O0005181,30-07-2025,S030,C00447,In-Store,Cash,Cancelled
O0005182,24-07-2024,S021,C00270,Click&Collect,Wallet,Returned
O0005183,24-09-2023,S024,C00843,Online,Wallet,Completed
O0005184,29-03-2023,S037,C00728,Online,Wallet,Completed
O0005185,31-01-2024,S027,C00027,In-Store,Wallet,Completed
O0005186,06-01-2025,S024,C00389,Click&Collect,Cash,Cancelled
O0005187,22-02-2025,S004,C01079,In-Store,Card,Completed
O0005188,02-09-2023,S040,C00592,Online,Cash,Returned
O0005189,23-06-2023,S033,C00308,Online,Card,Returned
O0005190,07-02-2025,S015,C00276,Online,Card,Cancelled
O0005191,24-06-2023,S011,C00230,Click&Collect,Wallet,Returned
O0005192,12-03-2023,S039,C01034,Online,Card,Cancelled
O0005193,17-06-2024,S039,C00373,Online,Cash,Returned
O0005194,17-09-2024,S017,C00358,In-Store,Cash,Returned
O0005195,25-09-2023,S010,C00077,Click&Collect,Cash,Returned
O0005196,20-08-2023,S032,C01068,In-Store,Wallet,Cancelled
O0005197,16-09-2023,S026,C00468,Click&Collect,Cash,Returned
O0005198,11-01-2024,S037,C00846,In-Store,Cash,Cancelled
O0005199,11-01-2023,S022,C00858,Click&Collect,Wallet,Returned
O0005200,13-01-2023,S023,C00421,Online,Cash,Returned
O0005201,11-02-2024,S006,C00598,In-Store,Wallet,Completed
O0005202,22-01-2023,S025,C00122,In-Store,Wallet,Returned
O0005203,15-12-2023,S015,C00802,Click&Collect,Cash,Completed
O0005204,28-09-2024,S009,C00809,Online,Wallet,Returned
O0005205,04-02-2023,S032,C00257,Online,Card,Completed
O0005206,08-11-2024,S014,C00235,Online,Card,Completed
O0005207,11-11-2024,S009,C00478,Click&Collect,Wallet,Returned
O0005208,20-09-2024,S039,C00831,Click&Collect,Wallet,Completed
O0005209,17-11-2024,S039,C00624,Online,Cash,Completed
O0005210,05-06-2025,S020,C00075,In-Store,Card,Completed
O0005211,19-03-2023,S012,C00688,In-Store,Card,Cancelled
O0005212,05-07-2023,S007,C00849,Click&Collect,Cash,Completed
O0005213,14-12-2023,S026,C00224,In-Store,Wallet,Completed
O0005214,24-01-2025,S025,C00534,Click&Collect,Card,Cancelled
O0005215,14-08-2025,S025,C00970,Click&Collect,Wallet,Returned
O0005216,03-10-2025,S031,C00390,In-Store,Cash,Completed
O0005217,30-09-2024,S019,C00109,Click&Collect,Cash,Completed
O0005218,25-03-2024,S028,C01111,Online,Cash,Completed
O0005219,27-03-2024,S027,C00118,Online,Wallet,Completed
O0005220,07-03-2023,S032,C00074,Click&Collect,Wallet,Returned
O0005221,24-05-2024,S030,C00300,Online,Card,Completed
O0005222,16-07-2024,S002,C00902,In-Store,Card,Completed
O0005223,17-08-2023,S025,C00786,Click&Collect,Cash,Returned
O0005224,21-04-2025,S040,C00283,In-Store,Cash,Completed
O0005225,08-06-2025,S023,C00093,Click&Collect,Card,Completed
O0005226,28-11-2023,S022,C01146,Click&Collect,Card,Cancelled
O0005227,28-09-2025,S025,C00010,Online,Wallet,Completed
O0005228,28-04-2023,S023,C01110,In-Store,Card,Returned
O0005229,25-09-2025,S017,C00567,Click&Collect,Card,Completed
O0005230,21-04-2025,S040,C00234,Click&Collect,Cash,Completed
O0005231,03-09-2023,S003,C00416,In-Store,Card,Returned
O0005232,13-12-2024,S033,C00373,In-Store,Card,Completed
O0005233,07-12-2023,S007,C00189,Online,Card,Completed
O0005234,26-05-2025,S009,C00519,In-Store,Cash,Completed
O0005235,26-06-2023,S025,C00788,Online,Cash,Cancelled
O0005236,26-09-2023,S026,C00568,Click&Collect,Cash,Completed
O0005237,03-12-2023,S038,C00770,Click&Collect,Card,Completed
O0005238,07-08-2023,S012,C01165,Online,Wallet,Completed
O0005239,31-12-2023,S002,C00147,Online,Cash,Completed
O0005240,22-10-2024,S011,C00887,In-Store,Cash,Completed
O0005241,24-11-2024,S022,C00276,Click&Collect,Wallet,Returned
O0005242,30-08-2024,S015,C00023,Click&Collect,Wallet,Completed
O0005243,27-07-2023,S011,C00438,Online,Card,Returned
O0005244,10-08-2023,S037,C00473,In-Store,Cash,Completed
O0005245,04-10-2025,S023,C01189,In-Store,Wallet,Completed
O0005246,03-10-2023,S027,C00414,In-Store,Card,Completed
O0005247,23-04-2023,S030,C00923,Online,Wallet,Completed
O0005248,12-05-2024,S017,C01123,Click&Collect,Cash,Returned
O0005249,08-01-2023,S030,C00405,Click&Collect,Card,Completed
O0005250,11-01-2024,S039,C00215,Click&Collect,Wallet,Cancelled
O0005251,26-07-2025,S029,C01159,Online,Card,Cancelled
O0005252,21-10-2023,S012,C00550,Click&Collect,Wallet,Completed
O0005253,10-02-2025,S032,C00546,In-Store,Cash,Cancelled
O0005254,20-06-2024,S010,C00875,Click&Collect,Wallet,Cancelled
O0005255,25-01-2024,S003,C00457,In-Store,Card,Cancelled
O0005256,26-12-2024,S018,C00650,In-Store,Card,Completed
O0005257,14-10-2024,S021,C01134,In-Store,Cash,Completed
O0005258,15-12-2023,S019,C00059,Online,Wallet,Returned
O0005259,03-09-2023,S011,C00884,In-Store,Cash,Returned
O0005260,01-10-2025,S011,C00477,Click&Collect,Card,Completed
O0005261,04-07-2023,S037,C00658,Online,Cash,Returned
O0005262,17-11-2025,S012,C01093,Online,Cash,Completed
O0005263,31-05-2024,S032,C00721,Online,Wallet,Cancelled
O0005264,28-12-2025,S011,C00503,In-Store,Wallet,Cancelled
O0005265,23-01-2024,S005,C01168,Online,Wallet,Completed
O0005266,11-09-2024,S003,C00727,In-Store,Wallet,Cancelled
O0005267,05-11-2024,S010,C00184,Online,Cash,Completed
O0005268,07-01-2024,S034,C00107,Online,Wallet,Returned
O0005269,28-08-2023,S019,C00417,Online,Card,Completed
O0005270,24-07-2024,S028,C00862,In-Store,Card,Completed
O0005271,27-12-2024,S039,C00506,Online,Card,Returned
O0005272,14-10-2023,S002,C00203,In-Store,Wallet,Completed
O0005273,20-04-2025,S005,C01182,In-Store,Cash,Cancelled
O0005274,01-12-2024,S037,C00238,Online,Wallet,Returned
O0005275,02-07-2023,S023,C00102,Online,Wallet,Completed
O0005276,25-10-2025,S025,C00458,Click&Collect,Wallet,Completed
O0005277,18-02-2023,S014,C00134,In-Store,Wallet,Returned
O0005278,17-12-2024,S034,C00711,In-Store,Cash,Completed
O0005279,26-04-2024,S026,C00523,Click&Collect,Cash,Completed
O0005280,17-12-2024,S011,C01112,Online,Card,Completed
O0005281,28-04-2025,S026,C00204,Click&Collect,Cash,Completed
O0005282,23-01-2025,S001,C00323,Online,Cash,Cancelled
O0005283,14-12-2024,S010,C00822,In-Store,Wallet,Returned
O0005284,10-07-2025,S009,C00838,Online,Wallet,Completed
O0005285,08-02-2025,S032,C00433,Online,Cash,Completed
O0005286,10-06-2025,S030,C01107,In-Store,Card,Returned
O0005287,17-03-2024,S004,C01016,In-Store,Card,Returned
O0005288,11-08-2023,S037,C00735,Online,Cash,Completed
O0005289,15-09-2023,S033,C00899,Online,Wallet,Completed
O0005290,01-11-2024,S018,C00643,Online,Wallet,Completed
O0005291,05-08-2024,S009,C00565,In-Store,Wallet,Completed
O0005292,26-03-2023,S017,C00655,In-Store,Card,Completed
O0005293,12-08-2023,S024,C01014,Click&Collect,Card,Returned
O0005294,26-11-2025,S026,C00020,In-Store,Wallet,Cancelled
O0005295,06-03-2025,S014,C00121,In-Store,Cash,Returned
O0005296,07-04-2025,S005,C00570,Click&Collect,Cash,Cancelled
O0005297,04-08-2023,S025,C00698,Click&Collect,Wallet,Cancelled
O0005298,12-03-2023,S029,C00216,In-Store,Wallet,Returned
O0005299,16-11-2023,S011,C00727,Online,Card,Returned
O0005300,28-07-2025,S026,C00030,In-Store,Cash,Completed
O0005301,09-07-2024,S023,C00296,Online,Card,Completed
O0005302,09-05-2025,S021,C00552,In-Store,Cash,Completed
O0005303,17-06-2024,S001,C00060,Online,Card,Cancelled
O0005304,21-06-2024,S013,C00761,In-Store,Wallet,Returned
O0005305,20-10-2024,S015,C00643,Online,Cash,Returned
O0005306,16-11-2025,S034,C00679,Click&Collect,Card,Returned
O0005307,24-04-2024,S034,C00617,Online,Card,Completed
O0005308,14-10-2024,S035,C00830,Click&Collect,Cash,Completed
O0005309,04-10-2025,S019,C00785,Click&Collect,Card,Cancelled
O0005310,13-02-2024,S014,C00793,Click&Collect,Cash,Cancelled
O0005311,09-07-2025,S020,C00256,In-Store,Card,Cancelled
O0005312,09-08-2024,S032,C00825,Click&Collect,Cash,Completed
O0005313,21-08-2025,S025,C00216,Click&Collect,Wallet,Cancelled
O0005314,27-05-2024,S025,C00026,Click&Collect,Card,Completed
O0005315,20-11-2024,S018,C01174,Click&Collect,Wallet,Completed
O0005316,21-12-2023,S028,C00215,In-Store,Card,Completed
O0005317,26-11-2024,S035,C00137,Click&Collect,Wallet,Cancelled
O0005318,24-12-2023,S027,C00364,Online,Card,Returned
O0005319,29-10-2024,S017,C01200,Click&Collect,Card,Returned
O0005320,14-05-2025,S034,C01038,In-Store,Wallet,Completed
O0005321,21-04-2024,S038,C00864,Online,Wallet,Completed
O0005322,15-04-2024,S032,C00226,Online,Card,Completed
O0005323,20-12-2023,S036,C00756,Click&Collect,Wallet,Completed
O0005324,11-03-2025,S011,C01000,Online,Wallet,Returned
O0005325,10-10-2024,S017,C00408,Click&Collect,Card,Completed
O0005326,20-07-2024,S010,C00312,Online,Wallet,Cancelled
O0005327,28-01-2023,S015,C01042,In-Store,Wallet,Completed
O0005328,01-05-2023,S030,C00158,In-Store,Card,Cancelled
O0005329,09-01-2023,S028,C01093,In-Store,Cash,Completed
O0005330,20-07-2025,S001,C00575,Online,Card,Returned
O0005331,22-07-2025,S031,C00867,Click&Collect,Card,Cancelled
O0005332,16-03-2023,S008,C00447,Click&Collect,Wallet,Completed
O0005333,20-02-2023,S008,C00852,Click&Collect,Cash,Completed
O0005334,06-05-2025,S022,C01110,In-Store,Card,Completed
O0005335,29-07-2024,S010,C00592,Online,Cash,Cancelled
O0005336,05-12-2023,S039,C00255,In-Store,Wallet,Cancelled
O0005337,05-11-2024,S006,C00094,Online,Wallet,Completed
O0005338,17-09-2023,S007,C01111,Click&Collect,Wallet,Cancelled
O0005339,06-08-2023,S031,C01199,Online,Cash,Completed
O0005340,07-02-2024,S012,C00782,Online,Wallet,Returned
